	1	2.729656e+06	1.750614e+04	5
	2	1.678838e+06	2.205285e+04	5
	3	1.241766e+06	4.148008e+04	5
	4	9.221536e+05	2.661521e+04	5
	6	7.420456e+05	8.102559e+03	5
	8	4.074670e+05	1.292933e+04	5
	12	3.314554e+05	1.606363e+03	5
	16	3.159156e+05	3.552006e+03	5
	24	3.088414e+05	2.866983e+03	5
	32	3.097702e+05	2.912374e+03	5
	64	3.022338e+05	2.505075e+03	5
	128	2.886986e+05	3.224123e+03	5
	256	2.354802e+05	1.123971e+04	5
