	1	5.268503e+06	8.358883e+04	10
	2	3.433649e+06	1.480702e+05	10
	3	2.724491e+06	1.450840e+05	10
	4	1.817696e+06	6.444677e+04	10
	6	1.643461e+06	6.262690e+04	10
	8	1.658995e+06	5.422562e+04	10
	12	1.730829e+06	4.273022e+04	10
	16	1.728565e+06	3.505611e+04	10
	24	1.637053e+06	3.061154e+04	10
	32	1.569764e+06	4.441551e+04	10
	64	1.522067e+06	3.064091e+04	10
	128	1.443530e+06	7.546500e+03	10
	256	1.338964e+06	4.425112e+04	10
