	1	10	1.97072e+07	1.97072e+06	3.93828e+07	3.93828e+06	0	3.93828e+07	0
	1	10	1.98025e+07	1.98025e+06	3.9537e+07	3.9537e+06	0	3.9537e+07	0
	1	10	1.99848e+07	1.99848e+06	3.99212e+07	3.99212e+06	0	3.99212e+07	0
	1	10	2.0055e+07	2.0055e+06	4.00864e+07	4.00864e+06	0	4.00864e+07	0
	1	10	2.01176e+07	2.01176e+06	4.0229e+07	4.0229e+06	0	4.0229e+07	0
	1	10	2.01273e+07	2.01273e+06	4.00992e+07	4.00992e+06	0	4.00992e+07	0
	1	10	2.01422e+07	2.01422e+06	4.02578e+07	4.02578e+06	0	4.02578e+07	0
	1	10	2.0162e+07	2.0162e+06	4.02479e+07	4.02479e+06	0	4.02479e+07	0
	1	10	2.01908e+07	2.01908e+06	4.02984e+07	4.02984e+06	0	4.02984e+07	0
	1	10	2.01939e+07	2.01939e+06	4.02601e+07	4.02601e+06	0	4.02601e+07	0
	2	10	1.21193e+07	1.21193e+06	2.41003e+07	2.41003e+06	0	2.41003e+07	0
	2	10	1.29417e+07	1.29417e+06	2.58336e+07	2.58336e+06	0	2.58336e+07	0
	2	10	1.37286e+07	1.37286e+06	2.73922e+07	2.73922e+06	0	2.73922e+07	0
	2	10	1.39922e+07	1.39922e+06	2.79719e+07	2.79719e+06	0	2.79719e+07	0
	2	10	1.40285e+07	1.40285e+06	2.80078e+07	2.80078e+06	0	2.80078e+07	0
	2	10	1.40816e+07	1.40816e+06	2.81024e+07	2.81024e+06	0	2.81024e+07	0
	2	10	1.41197e+07	1.41197e+06	2.80953e+07	2.80953e+06	0	2.80953e+07	0
	2	10	1.43281e+07	1.43281e+06	2.85666e+07	2.85666e+06	0	2.85666e+07	0
	2	10	1.45648e+07	1.45648e+06	2.9047e+07	2.9047e+06	0	2.9047e+07	0
	2	10	1.4588e+07	1.4588e+06	2.90911e+07	2.90911e+06	0	2.90911e+07	0
	3	10	1.27385e+07	1.27385e+06	2.54081e+07	2.54081e+06	0	2.54081e+07	0
	3	10	1.29781e+07	1.29781e+06	2.5894e+07	2.5894e+06	0	2.5894e+07	0
	3	10	1.30425e+07	1.30425e+06	2.6036e+07	2.6036e+06	0	2.6036e+07	0
	3	10	1.31955e+07	1.31955e+06	2.63596e+07	2.63596e+06	0	2.63596e+07	0
	3	10	1.32102e+07	1.32102e+06	2.63897e+07	2.63897e+06	0	2.63897e+07	0
	3	10	1.33679e+07	1.33679e+06	2.67161e+07	2.67161e+06	0	2.67161e+07	0
	3	10	1.33918e+07	1.33918e+06	2.67252e+07	2.67252e+06	0	2.67252e+07	0
	3	10	1.34422e+07	1.34422e+06	2.67121e+07	2.67121e+06	0	2.67121e+07	0
	3	10	1.34898e+07	1.34898e+06	2.68732e+07	2.68732e+06	0	2.68732e+07	0
	3	10	1.35292e+07	1.35292e+06	2.70362e+07	2.70362e+06	0	2.70362e+07	0
	4	10	1.01558e+07	1.01558e+06	2.02405e+07	2.02405e+06	0	2.02405e+07	0
	4	10	1.02106e+07	1.02106e+06	2.03404e+07	2.03404e+06	0	2.03404e+07	0
	4	10	9.1742e+06	917419	1.83433e+07	1.83433e+06	0	1.83433e+07	0
	4	10	9.17847e+06	917847	1.83493e+07	1.83493e+06	0	1.83493e+07	0
	4	10	9.32685e+06	932685	1.8648e+07	1.8648e+06	0	1.8648e+07	0
	4	10	9.32895e+06	932895	1.85511e+07	1.85511e+06	0	1.85511e+07	0
	4	10	9.33106e+06	933106	1.86092e+07	1.86092e+06	0	1.86092e+07	0
	4	10	9.35006e+06	935006	1.86669e+07	1.86669e+06	0	1.86669e+07	0
